protein,timepoint,n_synf,n_ctrlf,p_value,cohens_d,d_ci_lower,d_ci_upper,p_fdr
CXADR,V1,43,43,0.986290566110724,0.06058949771922713,-0.36221425734394985,0.4833932527824041,0.9974350922814665
CXADR,V3,41,42,0.673493739572174,0.058024804445272936,-0.3723750891098634,0.4884246980004092,0.9671590749349257
CXADR,V5,41,41,0.8104711684233183,-0.13654858733626152,-0.569956940748227,0.296859766075704,0.9715791351870459
IL15,V1,43,43,0.8635637046734581,0.07438839100713872,-0.3484657274571714,0.4972425094714489,0.9974350922814665
IL15,V3,41,42,0.522757517712014,0.06784022699684689,-0.3625936989049735,0.4982741528986673,0.962574441529572
IL15,V5,41,41,0.8033266885023767,-0.10174573716798083,-0.5349243125314611,0.3314328381954995,0.9715791351870459
IL6,V1,43,43,0.9315328519506949,0.0860927487554435,-0.3368121538146894,0.5089976513255764,0.9974350922814665
IL6,V3,41,42,0.4822638560285441,-0.07940753211188768,-0.5098883736765101,0.35107330945273474,0.9562180802473277
IL6,V5,41,41,0.47148579489506837,0.22122609092546128,-0.21302060734684616,0.6554727891977687,0.9715791351870459
FCAR,V1,43,43,0.28187247862198456,0.20686283499924105,-0.21699750223937295,0.630723172237855,0.9974350922814665
FCAR,V3,41,42,0.960264053498391,0.04357828562406563,-0.3867811703188146,0.47393774156694585,0.993568009111052
FCAR,V5,41,41,0.2593975445304347,0.22922812085299984,-0.20511821579540399,0.6635744575014036,0.9618175909306087
CD83,V1,43,43,0.972585136922629,0.09299066009697597,-0.32994763782006187,0.5159289580140138,0.9974350922814665
CD83,V3,41,42,0.7408692513255808,0.06674794949854572,-0.3636819268923287,0.49717782588942017,0.9671590749349257
CD83,V5,41,41,0.1512969000488137,-0.3580997362222179,-0.7945330695177035,0.07833359707326776,0.8749579008731869
NCR1,V1,43,43,0.28967451840584746,0.22490722991425555,-0.19916321277192917,0.6489776726004403,0.9974350922814665
NCR1,V3,41,42,0.48879304102028204,0.12532845287645297,-0.3054112621374947,0.5560681678904007,0.9562180802473277
NCR1,V5,41,41,0.09705810690708057,-0.3234444848786309,-0.7592276421366062,0.1123386723793443,0.8238908000777784
NCF2,V1,43,43,0.972585136922629,0.014342443061009371,-0.4083675917979905,0.4370524779200092,0.9974350922814665
NCF2,V3,41,42,0.5897021890780707,-0.16035766512915106,-0.5913727604759138,0.2706574302176117,0.962574441529572
NCF2,V5,41,41,0.6780266416376619,0.10117691304285854,-0.331998463386234,0.5343522894719511,0.9715791351870459
NPPC,V1,43,43,0.6073194768869461,-0.09756378148084527,-0.520525636158177,0.3253980731964865,0.9974350922814665
NPPC,V3,41,42,0.5941479672156784,0.12596032411552738,-0.30478376160541854,0.5567044098364733,0.962574441529572
NPPC,V5,41,41,0.8058659380330063,0.04658615977105999,-0.3863656044483452,0.47953792399046524,0.9715791351870459
CCL28,V1,43,43,0.7833428528738308,0.04416422443474697,-0.37859299988456696,0.46692144875406094,0.9974350922814665
CCL28,V3,41,42,0.7477264501483714,-0.11677045992252491,-0.5474531393733287,0.31391221952827897,0.9671590749349257
CCL28,V5,41,41,0.7749165358366652,0.07453350586756892,-0.35851210760470764,0.5075791193398455,0.9715791351870459
PTX3,V1,43,43,0.8703241894392999,0.017410263751852464,-0.4053024058587637,0.4401229333624686,0.9974350922814665
PTX3,V3,41,42,0.19539513844872133,-0.23820917723624688,-0.6700770063712423,0.19365865189874856,0.9531863394505088
PTX3,V5,41,41,0.7749165358366652,0.05464053827558233,-0.3783338327087253,0.48761490925989,0.9715791351870459
PTH1R,V1,43,43,0.4344194083788383,-0.04347001271358219,-0.4662255917202901,0.3792855662931257,0.9974350922814665
PTH1R,V3,41,42,0.7190136659107589,0.26411800125561347,-0.16810699469902263,0.6963429972102495,0.9671590749349257
PTH1R,V5,41,41,0.97780384566054,-0.010381518133614338,-0.44327608919108197,0.4225130529238533,0.9917782334534438
EGLN1,V1,43,43,0.9588877136766193,0.020163411365925227,-0.4025520561907432,0.4428788789225936,0.9974350922814665
EGLN1,V3,41,42,0.4822638560285441,-0.13023783712023015,-0.5610120876064318,0.3005364133659715,0.9562180802473277
EGLN1,V5,41,41,0.889966227725727,-0.009044585998286003,-0.44193843681869904,0.42384926482212704,0.9715791351870459
CLEC4A,V1,43,43,0.9277398315103046,0.07931192786026214,-0.343562651457975,0.5021865071784992,0.9974350922814665
CLEC4A,V3,41,42,0.31859107215423543,-0.2218106909445661,-0.6534713625121976,0.20984998062306545,0.9531863394505088
CLEC4A,V5,41,41,0.9999999999999993,-0.014891469216302666,-0.44778920114534404,0.41800626271273866,0.9999999999999993
OSM,V1,43,43,0.09223581049059254,0.376195328560499,-0.05031988491304734,0.8027105420340452,0.9974350922814665
OSM,V3,41,42,0.45440654232553734,-0.13928149439125967,-0.5701228286686756,0.2915598398861563,0.9562180802473277
OSM,V5,41,41,0.7468013438706507,-0.0047555973168850185,-0.4376478067112292,0.4281366120774592,0.9715791351870459
HSD11B1,V1,43,43,0.7310476438772153,0.16412600003856662,-0.2593064467944899,0.5875584468716231,0.9974350922814665
HSD11B1,V3,41,42,0.7602689714861443,-0.19753297363018185,-0.6289139124384253,0.23384796517806156,0.9671590749349257
HSD11B1,V5,41,41,0.42714893051055136,-0.07560133162808277,-0.5086513894494477,0.35744872619328216,0.9715791351870459
IL4R,V1,43,43,0.7624263034184526,-0.10746011507190728,-0.5304768128899526,0.31555658274613807,0.9974350922814665
IL4R,V3,41,42,0.8243495478925863,-0.034258104209644015,-0.46459757290834514,0.39608136448905706,0.9746018750194912
IL4R,V5,41,41,0.7961984250393853,0.041668430633577086,-0.3912712990153381,0.4746081602824923,0.9715791351870459
IRAK4,V1,43,43,0.5302567787364795,-0.11093078253564509,-0.5339679661276566,0.3121064010563665,0.9974350922814665
IRAK4,V3,41,42,0.1656658700217253,-0.2873997815578251,-0.7199768694720402,0.14517730635639003,0.9531863394505088
IRAK4,V5,41,41,0.7678587197017994,-0.03890998889105756,-0.4718435551396725,0.3940235773575574,0.9715791351870459
ICAM4,V1,43,43,0.21359792620001572,0.24783061938130366,-0.17653189168412406,0.6721931304467313,0.9974350922814665
ICAM4,V3,41,42,0.3115824863706327,-0.2972754528051804,-0.7300107768001292,0.13545987118976827,0.9531863394505088
ICAM4,V5,41,41,0.7749165358366652,-0.11396224796486977,-0.5472138484007228,0.31928935247098333,0.9715791351870459
DECR1,V1,43,43,0.8635637046734581,0.00730685330988782,-0.4153990617435721,0.4300127683633478,0.9974350922814665
DECR1,V3,41,42,0.3667069748735292,-0.1331197358604056,-0.5639148760077574,0.29767540428694617,0.9562180802473277
DECR1,V5,41,41,0.4007042259344762,-0.13199591411578387,-0.5653704014736245,0.3013785732420568,0.9715791351870459
LY75,V1,43,43,0.5646376918128043,0.06261926050229133,-0.3601912572188407,0.48542977822342337,0.9974350922814665
LY75,V3,41,42,0.9098446790172188,-0.05488035645881802,-0.4852704695800822,0.3755097566624462,0.993568009111052
LY75,V5,41,41,0.20175460059839928,-0.22176949174709473,-0.656022844926513,0.21248386143232348,0.9319843256608792
ITGA11,V1,43,43,0.5881325612398198,0.044523367440896924,-0.3782347182918924,0.46728145317368625,0.9974350922814665
ITGA11,V3,41,42,0.3476993718548228,-0.2852003204162439,-0.7177428869094716,0.14734224607698387,0.9562180802473277
ITGA11,V5,41,41,0.6847969076513309,-0.14668691505757528,-0.5801747999481551,0.2868009698330045,0.9715791351870459
AXIN1,V1,43,43,0.8500728249136719,0.05841398833979355,-0.3643827657525408,0.4812107424321279,0.9974350922814665
AXIN1,V3,41,42,0.20502593631130386,-0.26892970904514757,-0.7012250587475022,0.163365640657207,0.9531863394505088
AXIN1,V5,41,41,0.7052565877766643,-0.01517802171898682,-0.4480759925980176,0.417719949160044,0.9715791351870459
ANXA11,V1,43,43,0.28967451840584746,0.2595954670337733,-0.1649278538916042,0.6841187879591508,0.9974350922814665
ANXA11,V3,41,42,0.6472181322858683,0.057263810648493146,-0.3731336659785177,0.48766128727550406,0.9671590749349257
ANXA11,V5,41,41,0.3228522353484282,0.20433921339928637,-0.22970876532604326,0.638387192124616,0.9715791351870459
CD4,V1,43,43,0.8906600534140682,0.04721307168282653,-0.37555168709293113,0.46997783045858416,0.9974350922814665
CD4,V3,41,42,0.6919497716998829,0.0642672506556835,-0.3661536728097123,0.4946881741210793,0.9671590749349257
CD4,V5,41,41,0.5734905464127721,-0.11347973205584716,-0.5467282915662217,0.3197688274545274,0.9715791351870459
IL17RB,V1,43,43,0.9380402055085363,-0.00310544880920725,-0.4258101806129609,0.41959928299454635,0.9974350922814665
IL17RB,V3,41,42,0.4710121083671921,-0.008376644377117718,-0.4386857095626314,0.421932420808396,0.9562180802473277
IL17RB,V5,41,41,0.8608885588612644,-0.02191518416422956,-0.4548200852234568,0.4109897168949977,0.9715791351870459
PIK3AP1,V1,43,43,0.33082567050001965,-0.18517167222119413,-0.6088025664787535,0.23845922203636533,0.9974350922814665
PIK3AP1,V3,41,42,0.3203737031139622,-0.21884270288789756,-0.6504674490241689,0.21278204324837377,0.9531863394505088
PIK3AP1,V5,41,41,0.6915923099423628,-0.12057768439906981,-0.5538722756558732,0.31271690685773357,0.9715791351870459
MGMT,V1,43,43,0.8635637046734581,-0.011706393511533103,-0.43441457110858017,0.411001784085514,0.9974350922814665
MGMT,V3,41,42,0.29869346496934723,-0.1897840043483225,-0.6210824423515722,0.2415144336549272,0.9531863394505088
MGMT,V5,41,41,0.7121244810609514,-0.03426624133531988,-0.4671903846907794,0.3986579020201397,0.9715791351870459
HEXIM1,V1,43,43,0.2666949423218291,-0.2617963989499346,-0.6863506247057038,0.16275782680583456,0.9974350922814665
HEXIM1,V3,41,42,0.41695841545375234,-0.15254552093073653,-0.5834933668223552,0.27840232496088213,0.9562180802473277
HEXIM1,V5,41,41,0.34605879698534053,-0.14316052902711784,-0.5766201066007389,0.29029904854650324,0.9715791351870459
CLEC4G,V1,43,43,0.7440165323806051,0.06498000535109047,-0.35783865791464564,0.48779866861682664,0.9974350922814665
CLEC4G,V3,41,42,0.7204214301842432,-0.05423118963032474,-0.4846193514119786,0.3761569721513291,0.9671590749349257
CLEC4G,V5,41,41,0.17667590770368874,-0.340875860263382,-0.776977908372982,0.09522618784621789,0.8908447177171912
NTF3,V1,43,43,0.43382214506788597,0.15255058398664187,-0.2707828726786712,0.575884040651955,0.9974350922814665
NTF3,V3,41,42,0.8102709231223275,-0.14325790041242903,-0.5741301521579387,0.2876143513330807,0.9746018750194912
NTF3,V5,41,41,0.7890869403337829,-0.10078205193332333,-0.5339552182874326,0.33239111442078595,0.9715791351870459
TNFSF11,V1,43,43,0.8165433061995095,0.11061531213519409,-0.31241998251748965,0.5336506067878778,0.9974350922814665
TNFSF11,V3,41,42,0.7068975796642928,-0.12645862515539524,-0.5572061731374074,0.30428892282661685,0.9671590749349257
TNFSF11,V5,41,41,0.2593975445304347,-0.3659584288957821,-0.80254825347630665,0.07063139568474242,0.9618175909306087
MICB_MICA,V1,43,43,0.3992183319322952,0.22551683797685265,-0.19856100763454196,0.6495946835882472,0.9974350922814665
MICB_MICA,V3,41,42,0.03370708384633463,0.396184970023957,-0.0384256271827883,0.8307955672307022,0.9531863394505088
MICB_MICA,V5,41,41,0.18271887186571886,0.19702451286364517,-0.2369422576912741,0.6309912834185645,0.8960733716154432
BANK1,V1,43,43,0.42376430327733694,-0.16586986623774616,-0.5893178513321733,0.2575781188566809,0.9974350922814665
BANK1,V3,41,42,0.5710617233118633,-0.12201246496258489,-0.5527296026504708,0.308704672725301,0.962574441529572
BANK1,V5,41,41,0.7052565877766643,-0.09595410480033004,-0.529100946631821,0.3371927370311608,0.9715791351870459
CD200R1,V1,43,43,0.014338694596192941,0.45933757994756685,0.030964225364722153,0.8877109345304115,0.9974350922814665
CD200R1,V3,41,42,0.2116332514227689,0.34055213977050464,-0.09293883837254235,0.7740431179135516,0.9531863394505088
CD200R1,V5,41,41,0.2050613746791471,0.2397001277097161,-0.19478191350960639,0.6741821689290386,0.9319843256608792
KRT19,V1,43,43,0.6549359266314344,0.10168136296474319,-0.3213026680707587,0.524665394000245,0.9974350922814665
KRT19,V3,41,42,0.6342391092504543,-0.050315915583594384,-0.48069280054435326,0.3800609693771645,0.9671590749349257
KRT19,V5,41,41,0.22930336439993337,-0.29108454521632354,-0.7263195327259162,0.14415044229326907,0.9475796874825466
PLXNA4,V1,43,43,0.624188462806292,0.1364493165411535,-0.2867584467142266,0.5596570797965337,0.9974350922814665
PLXNA4,V3,41,42,0.16207643865383436,-0.31371222951097133,-0.746722631521126,0.11929817249918329,0.9531863394505088
PLXNA4,V5,41,41,0.9926413687507629,0.07558052235807985,-0.35746944825040683,0.5086304929665666,0.998218005653857
CD70,V1,43,43,0.14986235293017727,0.33086372008129644,-0.09479142447791733,0.7565188646405102,0.9974350922814665
CD70,V3,41,42,0.8384842947095064,-0.13133419326920207,-0.5621163370148567,0.2994479504764527,0.9746018750194912
CD70,V5,41,41,0.1486559504776847,-0.25266390558739493,-0.6873222743348419,0.18199446316005208,0.8749579008731869
TGFA,V1,43,43,0.041973009922963093,0.1353173862404889,-0.28788206627988244,0.5585168387608602,0.9974350922814665
TGFA,V3,41,42,0.5897021890780707,-0.13055690841011353,-0.5613334492513431,0.3002196324311161,0.962574441529572
TGFA,V5,41,41,0.6313778512399456,-0.014366209180016175,-0.4472635149308005,0.41853109657076815,0.9715791351870459
IL5RA,V1,43,43,0.4595553674346584,0.17931324511899724,-0.2442600155879545,0.6028865058259489,0.9974350922814665
IL5RA,V3,41,42,0.5772443226621816,-0.2377686077627147,-0.6696306795791587,0.1940934640537293,0.962574441529572
IL5RA,V5,41,41,0.09783924984596967,-0.4498556232808949,-0.888323441501544,-0.011387805060245892,0.8238908000777784
SLAMF7,V1,43,43,0.10097869387818233,0.28147603316205966,-0.14336601672209376,0.706318083046213,0.9974350922814665
SLAMF7,V3,41,42,0.8243495478925863,0.034842618890218044,-0.3954979626502239,0.46518320043066,0.9746018750194912
SLAMF7,V5,41,41,0.1366224409700481,-0.2583780851299142,-0.693117100149935,0.17636092989010654,0.8749579008731869
CD200,V1,43,43,0.2936289855673614,0.3452649278395601,-0.0806516794955281,0.7711815351746483,0.9974350922814665
CD200,V3,41,42,0.6885934380893957,-0.055818146132865475,-0.4862111191524724,0.3745748268867415,0.9671590749349257
CD200,V5,41,41,0.823864323611514,-0.0870975451948404,-0.5201994516650597,0.3460043612753788,0.9715791351870459
GZMB,V1,43,43,0.07511747028421283,0.3278741798204301,-0.09772806433049847,0.7534764239713587,0.9974350922814665
GZMB,V3,41,42,0.4634260471854912,0.09650077616312626,-0.3340628753243479,0.5270644276506005,0.9562180802473277
GZMB,V5,41,41,0.45813271046599485,-0.20362524474371696,-0.6376651672747544,0.23041467778732055,0.9715791351870459
IL32,V1,43,43,0.883266001631582,0.019791263670607222,-0.40292380171772985,0.4425063290589443,0.9974350922814665
IL32,V3,41,42,0.7892676803168979,-0.0045723505509790915,-0.43488005836902754,0.42573535726706935,0.9746018750194912
IL32,V5,41,41,0.03729143453409317,-0.5064338311195327,-0.9463805234706973,-0.06648713876836798,0.8036481866249354
LIFR,V1,43,43,0.965735174709012,0.13415701640206265,-0.2890339882710632,0.5573480210751885,0.9974350922814665
LIFR,V3,41,42,0.938624762914225,-0.026769445615833838,-0.45709632238534886,0.4035574311536812,0.993568009111052
LIFR,V5,41,41,0.1532326204482295,-0.3737310215859122,-0.8104789073688661,0.06301686419704161,0.8749579008731869
CD84,V1,43,43,0.3667541698669237,0.24345222549961712,-0.1808523277593342,0.6677567787585684,0.9974350922814665
CD84,V3,41,42,0.06764895559478555,-0.44351466453892885,-0.8792081503231579,-0.007821178754699787,0.9531863394505088
CD84,V5,41,41,0.7879698119095365,-0.04595396586774306,-0.4789041078891826,0.3869961761536965,0.9715791351870459
CLEC4D,V1,43,43,0.1573725010863603,0.3451497651972522,-0.08076470776136258,0.771064238155867,0.9974350922814665
CLEC4D,V3,41,42,0.7272162492611288,-0.12541657537600504,-0.5561568986244485,0.30532374787243843,0.9671590749349257
CLEC4D,V5,41,41,0.5424451349114037,0.06723850857867021,-0.36577843285694045,0.5002554500142808,0.9715791351870459
CCL3,V1,43,43,0.013647240881796792,0.47969419292156884,0.05081094677070741,0.9085774390724303,0.9974350922814665
CCL3,V3,41,42,0.8384842947095064,-0.07578426475939888,-0.5062496185052049,0.3546810889864071,0.9746018750194912
CCL3,V5,41,41,0.6053445657409853,0.011807366544119282,-0.42108808189472896,0.44470281498296754,0.9715791351870459
TNFSF10,V1,43,43,0.3143124612575258,0.20299962862350698,-0.22081799581689052,0.6268172530639045,0.9974350922814665
TNFSF10,V3,41,42,0.45990516513859414,-0.16858000552788763,-0.5996694963011251,0.2625094852453498,0.9562180802473277
TNFSF10,V5,41,41,0.004556735245510092,-0.6113190417249007,-1.0544532452790136,-0.16818483817078766,0.40782780447315325
TLR3,V1,43,43,0.38964197006922996,0.29971729924121504,-0.12540996751608074,0.7248445659985108,0.9974350922814665
TLR3,V3,41,42,0.673493739572174,0.022772266792316916,-0.4075491537052741,0.45309368728990795,0.9671590749349257
TLR3,V5,41,41,0.5013484106334563,-0.04714178532105816,-0.4800949935605363,0.38581142291841997,0.9715791351870459
CXCL6,V1,43,43,0.444015153349213,0.19541548466465677,-0.22832061718069804,0.6191515865100116,0.9974350922814665
CXCL6,V3,41,42,0.8243495478925863,-0.11099834282953237,-0.5416448265496843,0.3196481408906195,0.9746018750194912
CXCL6,V5,41,41,0.8464168650825652,0.10775908020364215,-0.32545440820156113,0.5409725686088455,0.9715791351870459
PCDH1,V1,43,43,0.4420738260431597,-0.10385178166762914,-0.5268478705036197,0.31914430716836145,0.9974350922814665
PCDH1,V3,41,42,0.39134849888156287,0.21607502403211615,-0.21551665468973108,0.6476667027539633,0.9562180802473277
PCDH1,V5,41,41,0.4751635407715908,-0.2798636577341405,-0.7149218988858014,0.15519458341752035,0.9715791351870459
HPCAL1,V1,43,43,0.6862736132361327,0.21873021029966042,-0.20526634337277613,0.6427267639720969,0.9974350922814665
HPCAL1,V3,41,42,0.37644649500905375,-0.2009970952384024,-0.632415977888836,0.23042178741203115,0.9562180802473277
HPCAL1,V5,41,41,0.8972601420408413,0.10411717159028974,-0.32907493314518765,0.5373092763257671,0.9715791351870459
CKAP4,V1,43,43,0.3802051873642722,0.1339757374468364,-0.28921395401572003,0.5571654289093928,0.9974350922814665
CKAP4,V3,41,42,0.540625778661184,0.1511625454223943,-0.2797737441625817,0.5820988350073703,0.962574441529572
CKAP4,V5,41,41,0.32741136516917635,-0.23873655042652073,-0.6732058534559222,0.19573275260288078,0.9715791351870459
FKBP1B,V1,43,43,0.8906600534140682,0.15497875540412664,-0.2683748684714348,0.5783323792796882,0.9974350922814665
FKBP1B,V3,41,42,0.03449211939917322,-0.3650275978695691,-0.7989906690323905,0.06893547329325217,0.9531863394505088
FKBP1B,V5,41,41,0.8104711684233183,0.16013119194647737,-0.2734709140659666,0.5937332979589213,0.9715791351870459
DFFA,V1,43,43,0.6736706647614465,-0.10159816929234468,-0.5245817432048429,0.3213854046201535,0.9974350922814665
DFFA,V3,41,42,0.3163863278077358,-0.18366284584280654,-0.6148984370247871,0.24757274533917403,0.9531863394505088
DFFA,V5,41,41,0.23887391063008284,-0.20738238377995508,-0.6414650151996015,0.2267002476396914,0.9501873333952184
TGFB1,V1,43,43,0.2976191204304887,0.2565555906847668,-0.16792547061266494,0.6810366519821985,0.9974350922814665
TGFB1,V3,41,42,0.04720448288317191,-0.43746813873699875,-0.873016636649625,-0.001919640824372515,0.9531863394505088
TGFB1,V5,41,41,0.8826815127850661,-0.03621376177460349,-0.46914171137198135,0.39671418782277434,0.9715791351870459
CXCL17,V1,43,43,0.965735174709012,0.00315659542165744,-0.419548145045105,0.42586133588841985,0.9974350922814665
CXCL17,V3,41,42,0.3203737031139622,0.23080086303167954,-0.20097156227879068,0.6625732883421498,0.9531863394505088
CXCL17,V5,41,41,0.2878606087347054,-0.21349283734195448,-0.647646586999201,0.22066091231529203,0.9715791351870459
NUDC,V1,43,43,0.8098750451792018,-0.03314667962401242,-0.4558808672979037,0.3895875080498789,0.9974350922814665
NUDC,V3,41,42,0.13459760353862385,-0.322635743164989,-0.7558016061570818,0.11053011982710376,0.9531863394505088
NUDC,V5,41,41,0.48873697485721673,-0.06123542058619614,-0.49423097955950906,0.3717601383871168,0.9715791351870459
TNFSF12,V1,43,43,0.059469592770603576,0.39114008714090615,-0.03568242173573499,0.8179625960175473,0.9974350922814665
TNFSF12,V3,41,42,0.7684148340099727,-0.12087073264112756,-0.5515802365321953,0.3098387712499402,0.9671590749349257
TNFSF12,V5,41,41,0.7398226956032012,-0.14772643012616235,-0.5812227905929934,0.2857699303406688,0.9715791351870459
EIF4G1,V1,43,43,0.4089334557007454,-0.15077435689610968,-0.5740932621758721,0.2725445483836528,0.9974350922814665
EIF4G1,V3,41,42,0.12529828674921437,-0.30381478971074893,-0.7366578009196538,0.1290282214981559,0.9531863394505088
EIF4G1,V5,41,41,0.36536157744130826,-0.1745011342948512,-0.6082363553209547,0.2592340867312522,0.9715791351870459
BSG,V1,43,43,0.9827729500303507,0.02809959944788164,-0.3946262277751069,0.4508254266708702,0.9974350922814665
BSG,V3,41,42,0.17911910034493467,-0.226937880749745,-0.658661746243216,0.20478598474372608,0.9531863394505088
BSG,V5,41,41,0.17667590770368874,-0.3330793956012238,-0.7690367749178665,0.1028779837154189,0.8908447177171912
DNAJA2,V1,43,43,0.5302567787364795,-0.0843136092429107,-0.5072103152807603,0.3385830967949389,0.9974350922814665
DNAJA2,V3,41,42,0.13944080142840942,-0.3015831577772215,-0.7343891590102691,0.13122284345582608,0.9531863394505088
DNAJA2,V5,41,41,0.6445688207286441,-0.033557072065656855,-0.46647988165420834,0.39936573752289467,0.9715791351870459
CD244,V1,43,43,0.029663751397914148,0.41404297631275566,-0.013273228278166627,0.841359180903678,0.9974350922814665
CD244,V3,41,42,0.8526707763765226,0.05242277817661382,-0.37796007006738963,0.4828056264206173,0.9846972191703066
CD244,V5,41,41,0.4545721182644967,-0.1761730107371444,-0.6099244587273606,0.2575784372530717,0.9715791351870459
KLRB1,V1,43,43,0.20224631840113,0.34759845757189717,-0.07836154950192109,0.7735584646457154,0.9974350922814665
KLRB1,V3,41,42,0.6022812148117992,0.15191724006653734,-0.2790253428285463,0.582859822961621,0.962574441529572
KLRB1,V5,41,41,0.004556735245510092,-0.5407320352249552,-0.9816576900428657,-0.09980638040704459,0.40782780447315325
SERPINB8,V1,43,43,0.46480162015184884,0.056055353267595046,-0.3667340996135999,0.47884480614878994,0.9974350922814665
SERPINB8,V3,41,42,0.6022812148117992,-0.03689622470053347,-0.46724086528945197,0.393448415888385,0.962574441529572
SERPINB8,V5,41,41,0.19206531086481055,-0.2710185218366011,-0.7059422868827241,0.16390524320952193,0.9291808282378672
CXCL8,V1,43,43,0.4138427725010057,0.34480448599527724,-0.08110359190601152,0.770712563896566,0.9974350922814665
CXCL8,V3,41,42,0.4381325207032406,-0.11254588113952124,-0.5432018894495926,0.3181101271705501,0.9562180802473277
CXCL8,V5,41,41,0.48873697485721673,-0.1649269036299174,-0.5985721678321658,0.26871836057233095,0.9715791351870459
KLRD1,V1,43,43,0.18159411985474908,0.28085100627437226,-0.1439815847699445,0.705683597318689,0.9974350922814665
KLRD1,V3,41,42,0.19539513844872133,0.22363814290444597,-0.2080448879114485,0.6553211737203405,0.9531863394505088
KLRD1,V5,41,41,0.48294948339586224,-0.15499966852633876,-0.5885570000685819,0.27855766301590434,0.9715791351870459
IL16,V1,43,43,0.9178833676068706,0.10994096908889897,-0.3130903058175245,0.5329722439953225,0.9974350922814665
IL16,V3,41,42,0.1042168258844024,-0.36324299654734604,-0.7971705564476297,0.07068456335293766,0.9531863394505088
IL16,V5,41,41,0.30942175171324665,-0.19372239344240863,-0.6276534686285286,0.24020868174371127,0.9715791351870459
NFASC,V1,43,43,0.938365324796312,0.0031001035555606087,-0.41960462735100285,0.4258048344621241,0.9974350922814665
NFASC,V3,41,42,0.12305269923369358,-0.2679378231188172,-0.700218567107794,0.16434292087015956,0.9531863394505088
NFASC,V5,41,41,0.05948990686557804,-0.48807993465511834,-0.9275282623503734,-0.04863160695986324,0.8227468565955679
CD79B,V1,43,43,0.9315328519506949,0.03715708053556809,-0.385584732631213,0.4598988937023492,0.9974350922814665
CD79B,V3,41,42,0.057274216108091976,-0.36873774114319646,-0.8027751869702958,0.06529970468390289,0.9531863394505088
CD79B,V5,41,41,0.06613037876092179,-0.4507091331531035,-0.8891979958205942,-0.012220270485612805,0.8227468565955679
CD22,V1,43,43,0.6425635723052294,-0.056004444741421494,-0.47879374334988833,0.3667848538670453,0.9974350922814665
CD22,V3,41,42,0.20502593631130386,-0.3326884644864788,-0.7660346136412451,0.1006576846682875,0.9531863394505088
CD22,V5,41,41,0.07186709402149634,-0.3038593684053743,-0.7393039431043851,0.1315852062936364,0.8227468565955679
LAMP3,V1,43,43,0.5415992495447999,0.18581533218004062,-0.23782200669473544,0.6094526710548167,0.9974350922814665
LAMP3,V3,41,42,0.1866008969703201,-0.28572326518833996,-0.718274015726055,0.14682748534937506,0.9531863394505088
LAMP3,V5,41,41,0.0032479916648628484,-0.6683285247425286,-1.113434692964244,-0.22322235652081324,0.40782780447315325
FCRL2,V1,43,43,0.4969610359295139,0.17490034132467092,-0.24863072490261146,0.5984314075519532,0.9974350922814665
FCRL2,V3,41,42,0.057274216108091976,-0.4562085312506027,-0.8922127119143339,-0.020204350586871478,0.9531863394505088
FCRL2,V5,41,41,0.017472788304916668,-0.4763317224143602,-0.915470421124682,-0.037193023704038375,0.7819072766450209
LAT,V1,43,43,0.3223097648610338,0.24726349647735657,-0.1770914496621827,0.6716184426168958,0.9974350922814665
LAT,V3,41,42,0.43077463029812696,-0.1464399833311337,-0.5773376016986407,0.28445763503637334,0.9562180802473277
LAT,V5,41,41,0.6968984092339705,0.0886468466474757,-0.3444626070197777,0.5217563003147291,0.9715791351870459
GMPR,V1,43,43,0.1163108120424041,-0.3564922955619873,-0.7826203517526378,0.06963576062866311,0.9974350922814665
GMPR,V3,41,42,0.1547668990615249,-0.348124860290516,-0.7817584593229486,0.08550873874191667,0.9531863394505088
GMPR,V5,41,41,0.47148579489506837,-0.21165555985866064,-0.645787709965558,0.2224765902482368,0.9715791351870459
TPSAB1,V1,43,43,0.8357843226982331,0.11331340853481868,-0.3097382149506667,0.53636503202030406,0.9974350922814665
TPSAB1,V3,41,42,0.3029501054757239,-0.1318652848470222,-0.5626512759448165,0.29892070625077205,0.9531863394505088
TPSAB1,V5,41,41,0.21740773481508072,-0.15441243006488536,-0.587964730426226,0.27913987029645526,0.9319843256608792
PPP1R9B,V1,43,43,0.763604249140777,-0.05697805699822969,-0.47977033031626826,0.3658142163198089,0.9974350922814665
PPP1R9B,V3,41,42,0.28616152635116593,-0.21820352426494447,-0.6498205965340993,0.2134135480042104,0.9531863394505088
PPP1R9B,V5,41,41,0.9265157027605246,0.011234725659332794,-0.4216603568616696,0.4441298081803352,0.9813391171250528
PRDX5,V1,43,43,0.7310476438772153,0.06774956880202629,-0.35507903460670076,0.4905781722107534,0.9974350922814665
PRDX5,V3,41,42,0.2784153034328539,-0.23926387815422415,-0.671145533001663,0.1926177766932147,0.9531863394505088
PRDX5,V5,41,41,0.7468013438706507,0.10165313754950134,-0.33152491583477506,0.5348311909337777,0.9715791351870459
ADA,V1,43,43,0.8098750451792018,0.045636277011701976,-0.3771245223572392,0.46839707638064315,0.9974350922814665
ADA,V3,41,42,0.35239216406252494,-0.1834016652111716,-0.6146346204427888,0.24783129002044565,0.9562180802473277
