protein,timepoint,n_synf,n_ctrlf,p_value,cohens_d,d_ci_lower,d_ci_upper,p_fdr
GAL,V3,41,42,0.7395476321372203,-0.08090748763924638,-0.5113949523228825,0.34957997704438976,0.9671590749349257
GAL,V5,41,41,0.7890869403337829,-0.07569022635994851,-0.5087406570145286,0.35736020429463156,0.9715791351870459
SCG3,V1,43,43,0.8560711233215132,0.0690344917893906,-0.3537988640813786,0.4918678476601598,0.9974350922814665
SCG3,V3,41,42,0.553824723399639,-0.15735443261004753,-0.5883432790883635,0.27363441386826837,0.962574441529572
SCG3,V5,41,41,0.5925088996377996,-0.2079363406152524,-0.6420253347724414,0.2261526535419366,0.9715791351870459
PDLIM7,V1,43,43,0.8906600534140682,0.07344801249998488,-0.34940234699904765,0.49629837199901744,0.9974350922814665
PDLIM7,V3,41,42,0.17712587660296225,-0.2070073644854232,-0.638493636739623,0.22447890776877658,0.9531863394505088
PDLIM7,V5,41,41,0.8826815127850661,0.09432435549681117,-0.3388138914163623,0.5274626024099847,0.9715791351870459
SMOC2,V1,43,43,0.20844654830235498,0.24479286085907928,-0.17952932980529349,0.6691150515234521,0.9974350922814665
SMOC2,V3,41,42,0.5346362924293818,0.1647235828943214,-0.2663305535890519,0.5957777193776947,0.962574441529572
SMOC2,V5,41,41,0.9077113491898059,-0.050892158208034916,-0.4838555609729186,0.3820712445568488,0.9715791351870459
TREM2,V1,43,43,0.5134698884297513,0.21404012886441748,-0.209901688381124,0.637981946109959,0.9974350922814665
TREM2,V3,41,42,0.38634226725453985,-0.0604818470132914,-0.4908897618975793,0.3699260678709965,0.9562180802473277
TREM2,V5,41,41,0.9632192207711497,0.039362070242517394,-0.393572477220163,0.4722966177051978,0.9852356601030617
MZB1,V1,43,43,0.49152094987167333,0.1759757689671203,-0.24756548358135982,0.5995170215156005,0.9974350922814665
MZB1,V3,41,42,0.8340652799417757,-0.014205773114504576,-0.4445184653946443,0.4161069191656352,0.9746018750194912
MZB1,V5,41,41,0.3228522353484282,-0.22491814848181677,-0.6592103818884831,0.20937408492484963,0.9715791351870459
TNFSF13,V1,43,43,0.2936289855673614,0.23333441733884885,-0.19084012727453903,0.6575089619522367,0.9974350922814665
TNFSF13,V3,41,42,0.5527034155695448,-0.10661742514068943,-0.537237659730666,0.32400280944928705,0.962574441529572
TNFSF13,V5,41,41,0.9632192207711497,0.02944594212285305,-0.4034696849293875,0.46236156917509363,0.9852356601030617
ROBO1,V1,43,43,0.9452022906979529,-0.05423148619433375,-0.47701549945769894,0.3685525270690314,0.9974350922814665
ROBO1,V3,41,42,0.6934646186624562,-0.08260871457545076,-0.5131038409706841,0.3478864118197825,0.9671590749349257
ROBO1,V5,41,41,0.25163204213355184,-0.20487202974646965,-0.6389260388771811,0.22918197938424187,0.9618175909306087
TNFRSF11B,V1,43,43,0.9588877136766193,-0.002885228617135536,-0.425589924737274,0.4198194675030029,0.9974350922814665
TNFRSF11B,V3,41,42,0.18307024030016034,-0.3731197972781754,-0.8072460392196867,0.06100644466333588,0.9531863394505088
TNFRSF11B,V5,41,41,0.6984123660728777,-0.01159012295431389,-0.4444854304333062,0.4213051845246784,0.9715791351870459
ENPP5,V1,43,43,0.35722842085343337,0.17613443308351398,-0.2474083275773337,0.5996771937443617,0.9974350922814665
ENPP5,V3,41,42,0.6086152385433862,0.12460455017691147,-0.306130184502333,0.5553392848561559,0.9629896289171037
ENPP5,V5,41,41,0.6248253120473525,-0.07471223026621807,-0.5077585831972011,0.35833412266476494,0.9715791351870459
LAIR1,V1,43,43,0.5473150771383312,0.004393307560321393,-0.4183116854554169,0.42709830057605974,0.9974350922814665
LAIR1,V3,41,42,0.6668862147928308,-0.1041029679398445,-0.5347086133501859,0.326502677470497,0.9671590749349257
LAIR1,V5,41,41,0.17667590770368874,-0.2698118381811551,-0.7047175891296157,0.16509391276730545,0.8908447177171912
COLEC12,V1,43,43,0.8703241894392999,-0.015259801476626566,-0.4379705708387069,0.4074509678854537,0.9974350922814665
COLEC12,V3,41,42,0.7753481969450382,0.12959289169420066,-0.3011767463257583,0.5603625297141597,0.9671590749349257
COLEC12,V5,41,41,0.8754065979087653,-0.11431521465897154,-0.547569047729336,0.31893861841139287,0.9715791351870459
SIRPB1,V1,43,43,0.6862736132361327,0.1086004510720827,-0.3144229059187094,0.5316238080628748,0.9974350922814665
SIRPB1,V3,41,42,0.9530469556133357,-0.023591783517140037,-0.4539142509331217,0.40673068389884165,0.993568009111052
SIRPB1,V5,41,41,0.10165715973965608,-0.35087810021456245,-0.7871705751607572,0.08541437473163233,0.8271196178817473
ANGPT1,V1,43,43,0.35273910509315154,0.18624542297347393,-0.23739623457537765,0.6098870805223255,0.9974350922814665
ANGPT1,V3,41,42,0.6149784304047602,-0.12218128140101538,-0.5528995539002742,0.3085369910982435,0.9629896289171037
ANGPT1,V5,41,41,0.6915923099423628,0.10527482766320714,-0.32792399473046163,0.5384736500568759,0.9715791351870459
PDGFB,V1,43,43,0.3016449438883953,0.20341698867809788,-0.2204052116340653,0.6272391889902611,0.9974350922814665
PDGFB,V3,41,42,0.5587909319943557,-0.12738929956432019,-0.5581433505265031,0.3033647513978627,0.962574441529572
PDGFB,V5,41,41,0.7398226956032012,0.1050412338076299,-0.3281562271117797,0.5382386947270396,0.9715791351870459
CRKL,V1,43,43,0.6000452349138742,-0.04930625795661995,-0.47207648051554946,0.3734639646023095,0.9974350922814665
CRKL,V3,41,42,0.1896574071148031,-0.26901040564066375,-0.7013069459683401,0.16328613468701253,0.9531863394505088
CRKL,V5,41,41,0.7328651667700142,-0.023687446397997115,-0.4565945886871667,0.4092196958911724,0.9715791351870459
EPCAM,V1,43,43,0.04564444061171111,0.505034306046899,0.07548636486849125,0.9345822472253068,0.9974350922814665
EPCAM,V3,41,42,0.8954960480996333,0.09952212064326889,-0.3310578398914612,0.530102081177999,0.993568009111052
EPCAM,V5,41,41,0.7678587197017994,0.08622453983515724,-0.34687317247513316,0.5193222521454476,0.9715791351870459
DNPH1,V1,43,43,0.25208345727649534,-0.23512466192586462,-0.6593218113419603,0.18907248749023103,0.9974350922814665
DNPH1,V3,41,42,0.7068975796642928,-0.12091004896150044,-0.5516198145365794,0.30979971661357847,0.9671590749349257
DNPH1,V5,41,41,0.7890869403337829,-0.09707419724479605,-0.5302270314496694,0.33607863696007734,0.9715791351870459
CCL17,V1,43,43,0.9931450327209764,0.022001678219442947,-0.4007158857907191,0.44471924222960496,0.9987244991969368
CCL17,V3,41,42,0.45990516513859414,-0.13648562930547722,-0.5673057448637234,0.2943344862527689,0.9562180802473277
CCL17,V5,41,41,0.5182203953128084,0.14333500118553502,-0.2901259607729806,0.5767959631440507,0.9715791351870459
MEGF10,V1,43,43,0.9042577906351769,-0.1132115858625001,-0.5362625859858217,0.3098394142608214,0.9974350922814665
MEGF10,V3,41,42,0.8384842947095064,0.0037574285992255894,-0.4265500921774829,0.43406494937593404,0.9746018750194912
MEGF10,V5,41,41,0.2713507728603114,-0.17599625161618873,-0.6097459767250539,0.2577534734926764,0.9618175909306087
CRHBP,V1,43,43,0.8866763533447455,-0.09577081115207575,-0.5187232954075218,0.3271816731033704,0.9974350922814665
CRHBP,V3,41,42,0.8455713448485529,-0.06388450784332783,-0.49430408015098515,0.3665350644643295,0.9796587102128865
CRHBP,V5,41,41,0.7468013438706507,-0.11299810772067254,-0.5462436447701682,0.32024742932882305,0.9715791351870459
LGALS4,V1,43,43,0.026511525813707165,0.5535823554316475,0.12266863080858958,0.9844960800547053,0.9974350922814665
LGALS4,V3,41,42,0.3667069748735292,0.23293281502626126,-0.19886675870891504,0.6647323887614376,0.9562180802473277
LGALS4,V5,41,41,0.9265157027605246,-0.04553878980432699,-0.47848787854580643,0.3874102989371525,0.9813391171250528
LHPP,V1,43,43,0.1402736593216099,-0.2869784246298426,-0.7119046429995156,0.13794779373983046,0.9974350922814665
LHPP,V3,41,42,0.40659920976023095,-0.15262217823758722,-0.5835706677561472,0.2783263112809727,0.9562180802473277
LHPP,V5,41,41,0.46017212088183007,-0.1745213910452893,-0.6082568077577777,0.25921402566719914,0.9715791351870459
TPP1,V1,43,43,0.5024327036272899,0.15938574999231847,-0.2640052872176299,0.5827767872022669,0.9974350922814665
TPP1,V3,41,42,0.7684148340099727,-0.0654535177954786,-0.49587868026297816,0.364971644672021,0.9671590749349257
TPP1,V5,41,41,0.834708642324404,-0.06350798680766896,-0.4965114055345701,0.36949543191923223,0.9715791351870459
CRELD2,V1,43,43,0.5246306552180666,-0.20175048650056493,-0.6255544714024792,0.22205349840134941,0.9974350922814665
CRELD2,V3,41,42,0.2944765045037564,-0.24526692409477446,-0.6772284253328651,0.18669457714331616,0.9531863394505088
CRELD2,V5,41,41,0.5424451349114037,-0.07042710022628651,-0.5034562112404246,0.36260201078785165,0.9715791351870459
CTRC,V1,43,43,0.04023205494277221,0.4602412186865568,0.031845686073815715,0.8886367512992979,0.9974350922814665
CTRC,V3,41,42,0.0609999245409011,0.41376089293843216,-0.021237896678360013,0.8487596825552244,0.9531863394505088
CTRC,V5,41,41,0.1984864456251477,0.34080008611595347,-0.09530054007819205,0.776900712310099,0.9319843256608792
MEPE,V1,43,43,0.8798589047763308,-0.15100309273738013,-0.5743238623577083,0.27231767688294795,0.9974350922814665
MEPE,V3,41,42,0.2886374675355215,0.25148887860439095,-0.18055745258723527,0.6835352097960172,0.9531863394505088
MEPE,V5,41,41,0.7749165358366652,0.16630019458548934,-0.26735766205039224,0.5999580512213709,0.9715791351870459
CDON,V1,43,43,0.20224631840113,0.29535461912928807,-0.12970282239430125,0.7204120606528774,0.9974350922814665
CDON,V3,41,42,0.33385821380041214,-0.3614651766588737,-0.7953575304171637,0.07242717709941637,0.9561699243243803
CDON,V5,41,41,0.38531536163498215,-0.18742675792362687,-0.6212914421157995,0.24643792626854574,0.9715791351870459
ADGRE2,V1,43,43,0.711737134432599,-0.11953944915136548,-0.5426302515975621,0.30355135329483107,0.9974350922814665
ADGRE2,V3,41,42,0.7001695026091996,-0.05002029825007144,-0.480396366052502,0.38035576955235917,0.9671590749349257
ADGRE2,V5,41,41,0.12876657237680073,-0.3498121079289945,-0.7860840298960373,0.08645981403804837,0.8749579008731869
AGER,V1,43,43,0.1450079500347496,0.261945247834305,-0.16261107735106844,0.6865015730196784,0.9974350922814665
AGER,V3,41,42,0.9819323423259685,-0.0012599752158318825,-0.4315671507177928,0.429047200286129,0.9963861751691634
AGER,V5,41,41,0.9003653260833516,0.07361038011233512,-0.3594314421745508,0.506652202399221,0.9715791351870459
IL1R2,V1,43,43,0.9724400607607678,0.1324588033967829,-0.2907199686195289,0.5556375754130947,0.9974350922814665
IL1R2,V3,41,42,0.5710617233118633,0.06519515366373245,-0.36522907896602863,0.49561938629349356,0.962574441529572
IL1R2,V5,41,41,0.5842621029437468,0.1054965211967827,-0.3277035961046907,0.5386966384982561,0.9715791351870459
ESM1,V1,43,43,0.5940753850714175,0.0890446894757022,-0.33387418995374574,0.5119635689051502,0.9974350922814665
ESM1,V3,41,42,0.4654404249529499,-0.10066623162234033,-0.5312524990737904,0.32992003582910967,0.9562180802473277
ESM1,V5,41,41,0.5182203953128084,-0.10439766465668662,-0.5375913902312867,0.32879606091791336,0.9715791351870459
SPON1,V1,43,43,0.9449129934430317,0.0783269668009581,-0.3445434144839311,0.5011973480858473,0.9974350922814665
SPON1,V3,41,42,0.938624762914225,-0.019059502066867684,-0.44937664319300363,0.41125763905926827,0.993568009111052
SPON1,V5,41,41,0.9338465291873692,0.0567567479091328,-0.37622415934533393,0.48973765516359957,0.9832854630855241
ATP5IF1,V1,43,43,0.763604249140777,0.09072799995638443,-0.33219906034388574,0.5136550602566546,0.9974350922814665
ATP5IF1,V3,41,42,0.18915951753963303,-0.18353991042842976,-0.6147742604266002,0.2476944395697407,0.9531863394505088
ATP5IF1,V5,41,41,0.9632192207711497,0.11701135438470461,-0.3162597600887953,0.5502824688582045,0.9852356601030617
SKAP2,V1,43,43,0.938365324796312,0.1252589001355862,-0.29786973634819025,0.5483875366193626,0.9974350922814665
SKAP2,V3,41,42,0.17420757381868543,-0.262937158057434,-0.695145080843337,0.16927076472846903,0.9531863394505088
SKAP2,V5,41,41,0.5797981345387343,0.12012949957251676,-0.31316210267960076,0.5534211018246342,0.9715791351870459
CXCL1,V1,43,43,0.3802051873642722,0.12632981913701063,-0.29680609756669835,0.5494657358407196,0.9974350922814665
CXCL1,V3,41,42,0.6668862147928308,-0.029885762746242044,-0.46021750412201756,0.40044597862953346,0.9671590749349257
CXCL1,V5,41,41,0.7468013438706507,0.016181611571485947,-0.416717232084787,0.4490804552277589,0.9715791351870459
PRSS8,V1,43,43,0.6674027500702393,0.13335584836101178,-0.28982936592368835,0.5565410626457119,0.9974350922814665
PRSS8,V3,41,42,0.673493739572174,0.04544386516712912,-0.38492016634705456,0.4758078966813128,0.9671590749349257
PRSS8,V5,41,41,0.3683389638040528,-0.13883707040745624,-0.5722628798367109,0.29458873902179833,0.9715791351870459
PLAUR,V1,43,43,0.006101598181901698,0.6511277285905955,0.21710723468829968,1.0851482224928914,0.9974350922814665
PLAUR,V3,41,42,0.9026664325927538,-0.06978031638565829,-0.5002215969362374,0.36066096416492077,0.993568009111052
PLAUR,V5,41,41,0.6984123660728777,-0.03074594286791179,-0.4636637398183463,0.40217185408252276,0.9715791351870459
CCL22,V1,43,43,0.8906600534140682,-0.0038481531095674744,-0.4265530246020763,0.4188567183829413,0.9974350922814665
CCL22,V3,41,42,0.6213704030163435,-0.08169109179220949,-0.5121820657583286,0.34879988217390956,0.9629896289171037
CCL22,V5,41,41,0.9632192207711497,-0.03132233660172296,-0.46424112562870873,0.4015964524252628,0.9852356601030617
PRELP,V1,43,43,0.6799610798079743,-0.03344589492149098,-0.4561806215036115,0.38928883166062955,0.9974350922814665
PRELP,V3,41,42,0.3476993718548228,0.18931094100429735,-0.2419825668615786,0.6206044488701733,0.9562180802473277
PRELP,V5,41,41,0.2329246159174975,-0.1883281025873084,-0.6222021580542619,0.24554595287964512,0.9475796874825466
MATN2,V1,43,43,0.8730503503272451,-0.04727762073851003,-0.47004254446449845,0.37548730298747834,0.9974350922814665
MATN2,V3,41,42,0.41695841545375234,-0.061887639253818336,-0.4923002930514933,0.3685250145438566,0.9562180802473277
MATN2,V5,41,41,0.9778039664185295,0.04018535248137088,-0.3927510109730545,0.47312171593579627,0.9917782334534438
LTBR,V1,43,43,0.6425635723052294,-0.13124640930090128,-0.5544165432624857,0.29192372466068317,0.9974350922814665
LTBR,V3,41,42,0.540625778661184,-0.12249756352308432,-0.5532179663373551,0.30822283929118643,0.962574441529572
LTBR,V5,41,41,0.6780266416376619,-0.14358892881337554,-0.5770519086172924,0.2898740509905413,0.9715791351870459
LAMA4,V1,43,43,0.3755393683076999,0.1400652257958416,-0.28316954847302844,0.5633000000647117,0.9974350922814665
LAMA4,V3,41,42,0.540625778661184,-0.11095892793512106,-0.5416051707889449,0.3196873149187027,0.962574441529572
LAMA4,V5,41,41,0.7666420767357569,0.0612785932855137,-0.37171711233494703,0.49427429890597446,0.9715791351870459
FST,V1,43,43,0.630288573399666,-0.21608732910415113,-0.6400528935237795,0.20787823531547722,0.9974350922814665
FST,V3,41,42,0.8314101790488522,-0.010921459915061951,-0.4412318782847538,0.4193889584546299,0.9746018750194912
FST,V5,41,41,0.09143257444024555,-0.374118793335722,-0.8108746502129736,0.06263706354152948,0.8238908000777784
CHRDL1,V1,43,43,0.5774668670357596,-0.07874949273727826,-0.5016216684630418,0.3441226829884853,0.9974350922814665
CHRDL1,V3,41,42,0.587857738826995,0.1079245733641402,-0.32270338280208627,0.5385525295303667,0.962574441529572
CHRDL1,V5,41,41,0.6780266416376619,-0.07205008375775614,-0.5050856054104644,0.3609854378949522,0.9715791351870459
CCL24,V1,43,43,0.4089334557007454,0.1840650533602464,-0.2395548129710772,0.60768491969157,0.9974350922814665
CCL24,V3,41,42,0.43278243429198293,0.18064683919707838,-0.2505585405912717,0.6118522189854285,0.9562180802473277
CCL24,V5,41,41,0.6183019731515813,0.11920757378958856,-0.31407791494878035,0.5524930625279575,0.9715791351870459
LGMN,V1,43,43,0.01331256875697023,0.39528170569937215,-0.031628041399849094,0.8221914527985934,0.9974350922814665
LGMN,V3,41,42,0.7340323528674527,-0.08627712666022426,-0.5167893163011184,0.3442350629806698,0.9671590749349257
LGMN,V5,41,41,0.9118731548124229,-0.03763353219058847,-0.4705643891411301,0.39529732475995316,0.9715791351870459
DAG1,V1,43,43,0.750528281128635,0.08996725779272437,-0.3329560863549249,0.5128906019403736,0.9974350922814665
DAG1,V3,41,42,0.7614997475241579,-0.1235268292010381,-0.5542542026742368,0.30720054427216054,0.9671590749349257
DAG1,V5,41,41,0.6847969076513309,0.14657775957353172,-0.28690923879210994,0.5800647579391734,0.9715791351870459
PNLIPRP2,V1,43,43,0.07655911266946423,-0.372910646824092,-0.7993598960701729,0.05353860242198899,0.9974350922814665
PNLIPRP2,V3,41,42,0.35239216406252494,-0.2843728460146741,-0.7169024929142636,0.14815680088491529,0.9562180802473277
PNLIPRP2,V5,41,41,0.06895028789605243,-0.4699189411812799,-0.9088917212714294,-0.03094616109113041,0.8227468565955679
OSCAR,V1,43,43,0.10653004436871517,0.35052625892746625,-0.07548860750119363,0.7765411253561261,0.9974350922814665
OSCAR,V3,41,42,0.2359538527112615,0.20729294493435127,-0.2241965785090422,0.6387824683777448,0.9531863394505088
OSCAR,V5,41,41,0.9852833565139927,-0.014595726368906789,-0.4474932164598629,0.41830176372204936,0.9964165017853371
PON3,V1,43,43,0.4807363832073053,0.23816651907279887,-0.18606943219791525,0.662402470343513,0.9974350922814665
PON3,V3,41,42,0.47460873774487783,0.08680098513696625,-0.34371370160743525,0.5173156718813677,0.9562180802473277
PON3,V5,41,41,0.8681420813663075,-0.06805907283460995,-0.5010790921975443,0.3649609465283244,0.9715791351870459
FABP1,V1,43,43,0.6409293591647998,0.04475534608479291,-0.37800329976219743,0.4675139919317833,0.9974350922814665
FABP1,V3,41,42,0.6537479778456265,0.004278060220948201,-0.42602957582965884,0.4345856962715552,0.9671590749349257
FABP1,V5,41,41,0.4217810190867536,-0.2117114809402487,-0.6458442857323042,0.22242132385180688,0.9715791351870459
MPIG6B,V1,43,43,0.4807363832073053,0.1847374347128066,-0.2388891243379397,0.6083639937635529,0.9974350922814665
MPIG6B,V3,41,42,0.2218273900523869,-0.26842041974885145,-0.7007082633875151,0.16386742388981224,0.9531863394505088
MPIG6B,V5,41,41,0.82480650880236,0.07290361166911194,-0.36013533990320457,0.5059425632414285,0.9715791351870459
B4GALT1,V1,43,43,0.5368734136132165,-0.1571859982896537,-0.5805582299224199,0.26618623334311253,0.9974350922814665
B4GALT1,V3,41,42,0.509028753311473,0.12432238685664661,-0.3064104143827517,0.5550551880960449,0.962574441529572
B4GALT1,V5,41,41,0.5242243111806397,-0.10832370674154605,-0.541540576106172,0.32489316262307993,0.9715791351870459
LGALS9,V1,43,43,0.9999999999999991,0.07688169260991166,-0.3459826236176868,0.49974600883751014,1
LGALS9,V3,41,42,0.522757517712014,0.042476972427664156,-0.3878798724040944,0.47283381725942275,0.962574441529572
LGALS9,V5,41,41,0.006894503707096582,-0.5717760838066667,-1.0136410638519726,-0.12991110376136078,0.4113720545234294
FSTL3,V1,43,43,0.4040586032820602,0.1509872525709713,-0.27233338785124894,0.5743078929931915,0.9974350922814665
FSTL3,V3,41,42,0.16847776753800905,0.33046935461297156,-0.10283652765356655,0.7637752368795097,0.9531863394505088
FSTL3,V5,41,41,0.5004219676444249,0.12021161286967351,-0.31308053617573406,0.5535037619150811,0.9715791351870459
TNFRSF14,V1,43,43,0.48958900860234006,0.14192549542729105,-0.28132344966107026,0.5651744405156524,0.9974350922814665
TNFRSF14,V3,41,42,0.9530469556133357,-0.06858464435793106,-0.4990213677544554,0.3618520790385933,0.993568009111052
TNFRSF14,V5,41,41,0.8681420813663075,-0.009233623471010192,-0.4421275701127659,0.4236603231707455,0.9715791351870459
REG4,V1,43,43,0.661157713117739,0.07750074607446142,-0.34536615417721095,0.5003676463261338,0.9974350922814665
REG4,V3,41,42,0.3029501054757239,-0.14158491048739236,-0.5724440485764016,0.2892742276016169,0.9531863394505088
REG4,V5,41,41,0.0478461961842539,-0.4080201686918458,-0.845504245829773,0.029463908446081433,0.8227468565955679
WFIKKN2,V1,43,43,0.4268399315572768,-0.04433787653989714,-0.4670955164972119,0.3784197634174177,0.9974350922814665
WFIKKN2,V3,41,42,0.35712440504483134,-0.13876906523880075,-0.5696064784032974,0.2920683479256958,0.9562180802473277
WFIKKN2,V5,41,41,0.026341595522525685,-0.44197512039837267,-0.8802504716794113,-0.0036997691173340508,0.7858575997553495
AGRN,V1,43,43,0.972585136922629,0.027597718921091637,-0.39512735225436135,0.45032279009654463,0.9974350922814665
AGRN,V3,41,42,0.5286801055644084,0.19616038907736455,-0.23520569684452874,0.6275264749992578,0.962574441529572
AGRN,V5,41,41,0.17967871899869536,-0.34550496693802496,-0.7816944716952274,0.09068453781917757,0.8934025194657353
TFF2,V1,43,43,0.023650039900212094,0.45536183935759095,0.027085557242216174,0.8836381214729657,0.9974350922814665
TFF2,V3,41,42,0.5959767401665277,0.17603647323102387,-0.2551236872478687,0.6071966337099165,0.962574441529572
TFF2,V5,41,41,0.860131153579253,-0.052695407110409105,-0.48566398918260933,0.38027317496179114,0.9715791351870459
CXCL3,V1,43,43,0.9315328519506949,0.045517761762452896,-0.37724274544130887,0.4682782689662147,0.9974350922814665
CXCL3,V3,41,42,0.49365855559262845,-0.2119896129011783,-0.6435332449452213,0.2195540191428647,0.9604878418595706
CXCL3,V5,41,41,0.7819927925997132,0.056101633513333776,-0.37687722378103927,0.4890804908077069,0.9715791351870459
NME3,V1,43,43,0.5024327036272899,0.07498557778214666,-0.3478709526202948,0.49784210818458813,0.9974350922814665
NME3,V3,41,42,0.9310457636913454,-0.13667337173119687,-0.5674948986838396,0.2941481552214459,0.993568009111052
NME3,V5,41,41,0.2478100320882864,-0.22690123852498076,-0.6612182390234647,0.20741576197350312,0.9618175909306087
