protein,follow_up_timepoint,n_synf,n_ctrlf,p_value,cohens_d,d_ci_lower,d_ci_upper,p_fdr
PSIP1,V3,41,42,0.37644649500905375,-0.15070790088980238,-0.5816404143308694,0.28022461255126474,0.8183649169894438
PSIP1,V5,41,41,0.5485873738299907,-0.18346361094664404,-0.6172876214130807,0.25036039951979255,0.9324192002629563
IL7,V3,41,42,0.5286801055644084,-0.19022197007654887,-0.6215249833578841,0.24108104320478638,0.8358069549769376
IL7,V5,41,41,0.3904048356524618,-0.14831477543880967,-0.5818159593664534,0.28518640848883403,0.8292029646505347
SAMD9L,V3,41,42,0.4014770929028118,-0.14910845097553538,-0.5800277699912877,0.2818108680402169,0.8183649169894438
SAMD9L,V5,41,41,0.5672153170883011,-0.13997245242119005,-0.5734070296904443,0.2934621248480642,0.9444794582214501
SIGLEC10,V3,41,42,0.3430460844280935,-0.1847726643214955,-0.61601949793645006,0.24647416929345903,0.8183649169894438
SIGLEC10,V5,41,41,0.1460499564122073,-0.3689192152239703,-0.8055688645559815,0.06773043410804097,0.6856239268034848
ISM1,V3,41,42,0.2359538527112615,-0.281680065739538,-0.7141679266990946,0.15080779522001858,0.8183649169894438
ISM1,V5,41,41,0.7328651667700142,-0.022920842636666626,-0.45582699408929034,0.40998530881595713,0.9863373297130268
SLC39A5,V3,41,42,0.9170302125824953,-0.028155098718458393,-0.4584840724404301,0.4021738750035133,0.9874488161592604
SLC39A5,V5,41,41,0.9630150927032557,0.04605490326109212,-0.38689549627736075,0.479005302799545,0.9964165017853371
BTN3A2,V3,41,42,0.8597820332680803,-0.11008934302096973,-0.5407302935284515,0.32055160748651207,0.9865447689422203
BTN3A2,V5,41,41,0.21867788646791578,-0.2905531040819089,-0.7257795654939898,0.14467335733017211,0.7749797329537959
MLN,V3,41,42,0.7753481969450382,-0.08548662690170834,-0.5159950770142544,0.34502182321083774,0.9538647921179508
MLN,V5,41,41,0.6445688207286441,-0.09234210272254058,-0.5254700939171806,0.34078588847209945,0.9614818242535608
SCRN1,V3,41,42,0.09555091035524739,-0.4071422941553168,-0.8419929646849733,0.027708376374339816,0.8183649169894438
SCRN1,V5,41,41,0.34605879698534053,-0.2573122095311879,-0.6920360457802749,0.17741162671789912,0.8204572802698803
PROK1,V3,41,42,0.9098446790172188,0.06072125618922567,-0.3696874580524833,0.4911299704309347,0.9874488161592604
PROK1,V5,41,41,0.7538005854797287,0.01829204358786303,-0.41460881766077784,0.45119290483650387,0.9921345941240547
IKBKG,V3,41,42,0.4710121083671921,-0.0981029860197365,-0.5286752236097332,0.3324692515702602,0.8239225930080196
IKBKG,V5,41,41,0.9338465291873692,-0.016829587866543854,-0.449729024715607,0.41606984898251925,0.9964165017853371
NFATC1,V3,41,42,0.5834579294703031,-0.09178608740967617,-0.5223252924840168,0.33875311766466454,0.8422526363383754
NFATC1,V5,41,41,0.7468013438706507,-0.059250796108783865,-0.4922397253228418,0.3737381331052741,0.9921345941240547
CCL26,V3,41,42,0.18915951753963303,-0.3041704731688624,-0.7370194080425123,0.12867846170478742,0.8183649169894438
CCL26,V5,41,41,0.37028920347976796,-0.2213950166877019,-0.6556437820177754,0.21285374864237155,0.8250624074832577
CLEC4C,V3,41,42,0.22530150443482774,-0.25638696636098374,-0.6885015607494414,0.17572762802747388,0.8183649169894438
CLEC4C,V5,41,41,0.37829829760208955,-0.19388234527414513,-0.6278151356763844,0.24005044512809406,0.8250624074832577
CEACAM21,V3,41,42,0.27800491468365573,-0.30785653883666203,-0.7407672658792486,0.1250541882059245,0.8183649169894438
CEACAM21,V5,41,41,0.3366529647646211,-0.3733545198232968,-0.8100946739499055,0.06338563430331184,0.8143362255792861
PSMG3,V3,41,42,0.9274267473657789,0.04863254124267302,-0.3817397548007064,0.4790048372860524,0.9874488161592604
PSMG3,V5,41,41,0.8464168650825652,0.022600297937171082,-0.410305448874024,0.4555060447483662,0.9964165017853371
COL9A1,V3,41,42,0.7614997475241579,-0.07369136948507893,-0.5041481063283881,0.3567653673582303,0.9433111059295798
COL9A1,V5,41,41,0.7259292783933315,0.090290115522328,-0.342827488360652,0.5234077194053081,0.9863373297130268
GOPC,V3,41,42,0.3203737031139622,-0.21183754130550958,-0.6433794025060098,0.21970431989499062,0.8183649169894438
GOPC,V5,41,41,0.7678587197017994,-0.025895190890475244,-0.4588053687781044,0.4070149869971539,0.9959906581639282
MAP2K6,V3,41,42,0.6149784304047602,-0.09959675420641508,-0.5301771239638469,0.3309836155510167,0.8533421631197835
MAP2K6,V5,41,41,0.4490102983852025,-0.13535870093746336,-0.5687580925395584,0.2980406906646317,0.8688956044427162
NT5C3A,V3,41,42,0.39134849888156287,-0.1391589517414501,-0.5699993470097,0.29168144352679976,0.8183649169894438
NT5C3A,V5,41,41,0.5861377113741169,0.10421078134274668,-0.328981863835865,0.5374034265213583,0.9512026281180819
ARHGEF12,V3,41,42,0.0779359040765465,-0.40747818250135265,-0.8423363136269781,0.027379948624272787,0.8183649169894438
ARHGEF12,V5,41,41,0.19525674035676432,-0.2821736123291819,-0.7172676767687833,0.1529204521104195,0.7568244550013883
CASP2,V3,41,42,0.18307024030016034,-0.3241323024691406,-0.7573246591307273,0.10906005419244613,0.8183649169894438
CASP2,V5,41,41,0.9815025762500794,-0.1147395539889227,-0.5479960802742885,0.31851697229644305,0.9964165017853371
CNTNAP2,V3,41,42,0.960264053498391,-0.0548017887058917,-0.4851916644246853,0.3755880870129019,0.9874488161592604
CNTNAP2,V5,41,41,0.6053445657409853,-0.1113450739759527,-0.5445803349375272,0.3218901869856218,0.9577680963724599
MAPK9,V3,41,42,0.9314208334018014,-0.13306632693878298,-0.5638610757989213,0.2977284219213553,0.9874488161592604
MAPK9,V5,41,41,0.43255599686262547,0.0960659054716173,-0.3370815313607613,0.5292133423039959,0.8603058159823329
BCR,V3,41,42,0.5346362924293818,-0.15524707793815004,-0.5862178010472061,0.2757236451709061,0.8358069549769376
BCR,V5,41,41,0.941182908283914,-0.0027837914628704107,-0.4356755885861149,0.4301080056603741,0.9964165017853371
CLIP2,V3,41,42,0.5346362924293818,-0.11358202911411253,-0.5442444881609617,0.31708042993273666,0.8358069549769376
CLIP2,V5,41,41,0.8536466233868488,0.07136146168587044,-0.36167132214571934,0.5043942455174603,0.9964165017853371
SELPLG,V3,41,42,0.6652737012562095,-0.16109691743727542,-0.5921185498620684,0.26992471498751747,0.8930028102475492
SELPLG,V5,41,41,0.9779265821482283,0.08503335186644706,-0.34805870573821535,0.5181254094711094,0.9964165017853371
CXADR,V3,41,42,0.8526707763765226,-0.03449604333744238,-0.46483596277032363,0.39584387609543886,0.9865447689422203
CXADR,V5,41,41,0.6712819884113989,-0.1609991962690981,-0.594609019667294,0.2726106271290978,0.9690280316583904
IL15,V3,41,42,0.9098446790172188,-0.07182148431831246,-0.502270726402163,0.35862775776553807,0.9874488161592604
IL15,V5,41,41,0.38531536163498215,-0.22019206527160615,-0.6544261448776193,0.21404201433440703,0.8260053860199018
IL6,V3,41,42,0.39639348049278,-0.1742059421544881,-0.6053484713781279,0.25693658706915173,0.8183649169894438
IL6,V5,41,41,0.7961984250393853,0.06188447381751385,-0.37111330072929904,0.4948822483643267,0.9964165017853371
FCAR,V3,41,42,0.5649104793631483,-0.15686665035090883,-0.5878512802084163,0.27411797950659855,0.8422526363383754
FCAR,V5,41,41,0.7890869403337829,-0.07230786419816464,-0.5053444174923286,0.36072868909599937,0.9964165017853371
CD83,V3,41,42,0.5834579294703031,-0.09838359561593649,-0.5289573514995239,0.3321901602676509,0.8422526363383754
CD83,V5,41,41,0.07642888371659443,-0.4255782153246315,-0.8634637445854266,0.012307313936163577,0.6321136273041945
NCR1,V3,41,42,0.6472181322858683,-0.072269134628913545,-0.5027201534323333,0.35818188417450625,0.877667012720988
NCR1,V5,41,41,0.06895028789605243,-0.41912257367591277,-0.8568585764799892,0.018613429128163717,0.6321136273041945
NCF2,V3,41,42,0.5346362924293818,-0.14734761103115707,-0.5782525666016834,0.2835573445393693,0.8358069549769376
NCF2,V5,41,41,0.9632192207711497,-0.003407783564684019,-0.43629968783072726,0.4294841207013592,0.9964165017853371
NPPC,V3,41,42,0.7204214301842432,0.1310935116273424,-0.299686893665274,0.5618739169199588,0.9277369496617233
NPPC,V5,41,41,0.7879698119095365,0.10171326005513263,-0.33146513218251955,0.5348916522927848,0.9964165017853371
CCL28,V3,41,42,0.8883340984505821,-0.1451141603627163,-0.5760011421221849,0.28577282139675225,0.9874488161592604
CCL28,V5,41,41,0.9338465291873692,-0.017136481091030487,-0.450036207013131,0.41576324483107,0.9964165017853371
PTX3,V3,41,42,0.35239216406252494,-0.21039601104359498,-0.6419211486690862,0.22112912658189623,0.8183649169894438
PTX3,V5,41,41,0.8754065979087653,0.028664278476592288,-0.40425008897762155,0.46157864593080616,0.9964165017853371
PTH1R,V3,41,42,0.25300124133760826,0.21676060939977226,-0.21483922151624557,0.6483604403157901,0.8183649169894438
PTH1R,V5,41,41,0.9999999999999993,-6.038031629236513e-4,-0.4334953954868489,0.43228778916100163,0.9999999999999993
EGLN1,V3,41,42,0.6407150365975158,-0.13794507138375595,-0.568776209570286,0.2928860668027741,0.8754808515340101
EGLN1,V5,41,41,0.8033266885023767,-0.09000626973641739,-0.5231224551286401,0.3431099156558053,0.9964165017853371
CLEC4A,V3,41,42,0.1601470760397369,-0.278472954362995,-0.7109115616447688,0.15396565291877878,0.8183649169894438
CLEC4A,V5,41,41,0.43255599686262547,-0.11266624429604209,-0.5459097061861624,0.3205772175940782,0.8603058159823329
OSM,V3,41,42,0.11650219979128075,-0.38982429154487325,-0.8242984725064613,0.04464988941671477,0.8183649169894438
OSM,V5,41,41,0.18579656143548576,-0.2888336077237382,-0.7240325882723673,0.14636537282489093,0.7568244550013883
HSD11B1,V3,41,42,0.4014770929028118,-0.2945008290853293,-0.7271911617316517,0.13818950356099302,0.8183649169894438
HSD11B1,V5,41,41,0.30067389864121674,-0.24241936605017483,-0.6769376294172949,0.19209889731694524,0.7912356222381592
IL4R,V3,41,42,0.7136483804017049,0.04962152127766508,-0.38075345183440756,0.4799964943897377,0.9256743484920664
IL4R,V5,41,41,0.7121244810609514,0.11124542444244556,-0.3219892218794861,0.5444800707643772,0.9843265027792301
IRAK4,V3,41,42,0.5110143023152617,-0.13121301044860947,-0.5619942784882455,0.29956825759102645,0.8358069549769376
IRAK4,V5,41,41,0.955869869323158,0.004177847843547179,-0.4287142184173929,0.43706991410448726,0.9964165017853371
ICAM4,V3,41,42,0.08109580856389907,-0.41418182628825734,-0.8491901151255532,0.02082646254903847,0.8183649169894438
ICAM4,V5,41,41,0.30765873593537685,-0.24260780734637796,-0.6771285959090788,0.19191298121632286,0.7912356222381592
DECR1,V3,41,42,0.33385821380041214,-0.1254530308584102,-0.5561936058527348,0.30528754413591436,0.8183649169894438
DECR1,V5,41,41,0.38531536163498215,-0.1291376894259269,-0.5624915006986262,0.3042161218467723,0.8260053860199018
LY75,V3,41,42,0.5897021890780707,-0.09471095953406954,-0.5252651865370425,0.33584326746890336,0.8422526363383754
LY75,V5,41,41,0.3366529647646211,-0.24900017314905995,-0.6836077755118811,0.18560742921376125,0.8143362255792861
ITGA11,V3,41,42,0.1419116102281885,-0.3171011215877818,-0.7501700562316691,0.11596781305610554,0.8183649169894438
ITGA11,V5,41,41,0.6248253120473525,-0.14953151663195005,-0.5830427364811648,0.28397970321726473,0.9577680963724599
AXIN1,V3,41,42,0.3115824863706327,-0.2421657893789688,-0.6740857972903483,0.18975421853241078,0.8183649169894438
AXIN1,V5,41,41,0.5989113149192807,-0.08821428618444445,-0.5213216193199054,0.3448930469510165,0.9529344477382333
ANXA11,V3,41,42,0.49365855559262845,-0.1429203576132239,-0.5737899511723489,0.28794923594590105,0.8358069549769376
ANXA11,V5,41,41,0.8033266885023767,-0.10497970417788956,-0.5381768069816192,0.32821739862584004,0.9964165017853371
CD4,V3,41,42,0.9026664325927538,0.0074547483733864595,-0.4228539146622915,0.4377634114090644,0.9874488161592604
CD4,V5,41,41,0.3508231904715748,-0.13852715916469696,-0.5719505877201773,0.2948962693907834,0.8208804064629005
IL17RB,V3,41,42,0.9170302125824953,-0.003936932742046386,-0.4342444915758144,0.42637062609172166,0.9874488161592604
IL17RB,V5,41,41,0.9632192207711497,-0.02694719969982926,-0.45985891916519,0.40596451976553144,0.9964165017853371
PIK3AP1,V3,41,42,0.7753481969450382,-0.04768868041232079,-0.47805847176539473,0.3826811109407532,0.9538647921179508
PIK3AP1,V5,41,41,0.9779265821482283,9.803566306181286e-4,-0.43191125223609284,0.4338719654973291,0.9964165017853371
MGMT,V3,41,42,0.4654404249529499,-0.12718364752797703,-0.5579362574245538,0.30356896236859976,0.8239225930080196
MGMT,V5,41,41,0.8464168650825652,-0.03749021289673444,-0.4704207712913725,0.39544034549790363,0.9964165017853371
HEXIM1,V3,41,42,0.8883340984505821,0.060847857502623046,-0.3695612807209936,0.4912569957262397,0.9874488161592604
HEXIM1,V5,41,41,0.9632192207711497,0.03216048165582456,-0.4007597828411303,0.46508074615277945,0.9964165017853371
CLEC4G,V3,41,42,0.671904731194507,-0.1419963610714348,-0.5728587100504958,0.2888659879076263,0.8930028102475492
CLEC4G,V5,41,41,0.1434786816658607,-0.33915397461977875,-0.7752237881237795,0.09691583888422195,0.6856239268034848
NTF3,V3,41,42,0.3203737031139622,-0.26351031783196754,-0.6957265181523995,0.16870588248846435,0.8183649169894438
NTF3,V5,41,41,0.5547633789274014,-0.2371824214077037,-0.6716312866736006,0.19726644385819322,0.9324192002629563
TNFSF11,V3,41,42,0.4014770929028118,-0.24099164890567512,-0.6728960835271509,0.1909127857158007,0.8183649169894438
TNFSF11,V5,41,41,0.07959773693010244,-0.4344950591386512,-0.8725907938414275,0.0036006755641249666,0.6321136273041945
MICB_MICA,V3,41,42,0.07639354570735195,0.3327525987692163,-0.10059471808599235,0.766099915624425,0.8183649169894438
MICB_MICA,V5,41,41,0.47148579489506837,-0.039463349794976996,-0.4723981186323023,0.3934714190423483,0.8837273014263586
BANK1,V3,41,42,0.9458336643596891,0.01654557625071919,-0.41376909858546035,0.4468602510868987,0.9874488161592604
BANK1,V5,41,41,0.8104711684233183,-0.005833194571891319,-0.43872572040168084,0.42705933125789824,0.9964165017853371
CD200R1,V3,41,42,0.3072464425439339,-0.21599180068423174,-0.6475824915568378,0.2155988901883743,0.8183649169894438
CD200R1,V5,41,41,0.5242243111806397,-0.2503377006535051,-0.6849637511678602,0.18428834986085008,0.9324192002629563
KRT19,V3,41,42,0.12305269923369358,-0.14634271681976876,-0.5772395515732788,0.2845541179337412,0.8183649169894438
KRT19,V5,41,41,0.024862445205848252,-0.33958723960769227,-0.7756651489145701,0.09649066969918546,0.593383692246245
PLXNA4,V3,41,42,0.23958169977160865,-0.3554024609837668,-0.7891760327068374,0.0783711107393038,0.8183649169894438
PLXNA4,V5,41,41,0.5906490533385252,-0.061890333562728383,-0.4948881282184027,0.37110746109294596,0.9512026281180819
CD70,V3,41,42,0.01939947639792434,-0.4801528359020261,-0.9167662992767331,-0.0435393725273191,0.8183649169894438
CD70,V5,41,41,0.013082898683794331,-0.5974682370015797,-1.0401486303957082,-0.15478784360745118,0.4940661859261407
TGFA,V3,41,42,0.09023843618139128,-0.2121835597608932,-0.6437294521109078,0.2193623325891214,0.8183649169894438
TGFA,V5,41,41,0.10890753374589422,-0.1322039678348338,-0.5655799778639783,0.3011720421943107,0.6622286146940412
IL5RA,V3,41,42,0.39639348049278,-0.3690658095918989,-0.8031098675558157,0.06497824837201799,0.8183649169894438
IL5RA,V5,41,41,0.10088905281714357,-0.4562437375281688,-0.8948700065631048,-0.01761746849323287,0.6622286146940412
SLAMF7,V3,41,42,0.33385821380041214,-0.16783863987000386,-0.5989212707765743,0.26324399103656665,0.8183649169894438
SLAMF7,V5,41,41,0.09334308713917354,-0.3793411400097246,-0.8162051391677208,0.05752285914827154,0.6552318665847868
CD200,V3,41,42,0.14695280022436122,-0.3446166642469507,-0.7781838075295345,0.08895047903563313,0.8183649169894438
CD200,V5,41,41,0.32741136516917635,-0.3107562093877654,-0.7463176330303896,0.12480521425485874,0.8143362255792861
GZMB,V3,41,42,0.9747073320329979,-0.11453671345981348,-0.5452051683166863,0.31613174139705935,0.9874488161592604
GZMB,V5,41,41,0.06077233337110178,-0.48635362503969404,-0.9257559961255217,-0.046951253953866345,0.6321136273041945
IL32,V3,41,42,0.7962527545635376,0.023433398461973263,-0.4068888637348512,0.4537556606587978,0.9695866875297499
IL32,V5,41,41,0.07800035711144383,-0.4254847334024467,-0.8633680814809142,0.01239861467602077,0.6321136273041945
LIFR,V3,41,42,0.8411815980464762,-0.14747146548508286,-0.5783774257924985,0.28343449482233285,0.9865447689422203
LIFR,V5,41,41,0.25549451608843887,-0.34954252791623175,-0.7858092619709124,0.08672420613844889,0.7866725032597293
CD84,V3,41,42,0.04322701711688031,-0.5445079267953595,-0.9829084748630306,-0.10610737872768844,0.8183649169894438
CD84,V5,41,41,0.30502724750237387,-0.21709492487798154,-0.6512915602945519,0.2171017105385889,0.7912356222381592
CLEC4D,V3,41,42,0.07487589510978244,-0.433673913415441,-0.8691324227113423,0.0017845958804603157,0.8183649169894438
CLEC4D,V5,41,41,0.29894653485116157,-0.24475239988297554,-0.6793020641131478,0.18979726434719668,0.7912356222381592
CCL3,V3,41,42,0.015045775180035255,-0.5508669312582156,-0.9894558245714583,-0.11227803794497293,0.8183649169894438
CCL3,V5,41,41,0.05458028197314602,-0.4176651133865804,-0.8553676675477988,0.020037440774637982,0.6321136273041945
TNFSF10,V3,41,42,0.14441553379342803,-0.28340330845618833,-0.7159178649605438,0.14911124804816706,0.8183649169894438
TNFSF10,V5,41,41,0.005959339816025553,-0.6637981643650478,-1.1087415318890457,-0.21885479684104997,0.42668873082742953
TLR3,V3,41,42,0.2359538527112615,-0.3244226499669735,-0.7576201606786082,0.10877486074466108,0.8183649169894438
TLR3,V5,41,41,0.13353595634450952,-0.3656426272488739,-0.8022260988063794,0.07094084430863151,0.6856239268034848
CXCL6,V3,41,42,0.2218273900523869,-0.30190619077730013,-0.7347175325811757,0.13090515102657535,0.8183649169894438
CXCL6,V5,41,41,0.3366529647646211,-0.167700480316471,-0.601371284051391,0.26597032341844895,0.8143362255792861
PCDH1,V3,41,42,0.07060729731091026,0.2891803456059545,-0.14342488118548347,0.7217855723973925,0.8183649169894438
PCDH1,V5,41,41,0.9852833565139927,-0.059069817244681376,-0.4920581527493186,0.37391851825995587,0.9964165017853371
HPCAL1,V3,41,42,0.19856825748163423,-0.3087982173104392,-0.7417248483225997,0.12412841370172123,0.8183649169894438
HPCAL1,V5,41,41,0.6445688207286441,-0.08192590042387748,-0.5150035765347541,0.3511517756869992,0.9614818242535608
CKAP4,V3,41,42,0.9530469556133357,-0.012860637408905348,-0.44317232650585053,0.4174510516880398,0.9874488161592604
CKAP4,V5,41,41,0.19525674035676432,-0.34903313482892095,-0.7852900766573756,0.08722380699953369,0.7568244550013883
FKBP1B,V3,41,42,0.11650219979128075,-0.3655513658166629,-0.7995248917669269,0.06842216013360097,0.8183649169894438
FKBP1B,V5,41,41,0.889966227725727,-0.01511883530002,-0.4480167564515904,0.4177790858515504,0.9964165017853371
DFFA,V3,41,42,0.4221952155729392,-0.09277804406082706,-0.5233222910079357,0.33776620288628156,0.8183649169894438
DFFA,V5,41,41,0.664563418457537,-0.121776818657508,-0.5550794617288968,0.31152582441388077,0.9690280316583904
TGFB1,V3,41,42,0.0609999245409011,-0.4923294614989341,-0.9292643788647348,-0.05539454413313333,0.8183649169894438
TGFB1,V5,41,41,0.4007042259344762,-0.20031200063025004,-0.6343149047017681,0.233690903441268,0.8292029646505347
CXCL17,V3,41,42,0.43278243429198293,0.14316370999378222,-0.28770779936279345,0.574035219350358,0.8239225930080196
CXCL17,V5,41,41,0.3802661933931215,-0.20568066917328565,-0.6397438603110668,0.2283825219644955,0.8250624074832577
NUDC,V3,41,42,0.41695841545375234,-0.19897768994098694,-0.6303743734968419,0.23241899361486804,0.8183649169894438
NUDC,V5,41,41,0.8176312985484684,-0.04225121028406692,-0.4751922960652139,0.39068987549708006,0.9964165017853371
TNFSF12,V3,41,42,0.13944080142840942,-0.4039539426992313,-0.8387340951002965,0.030826209701833918,0.8183649169894438
TNFSF12,V5,41,41,0.07336253284757127,-0.384174417733473,-0.8211398139021312,0.05279097843518521,0.6321136273041945
EIF4G1,V3,41,42,0.4710121083671921,-0.12796416186580928,-0.5587222533856069,0.30279392965398827,0.8239225930080196
EIF4G1,V5,41,41,0.9118731548124229,-0.05953596798180462,-0.4925258363992297,0.3734539004356205,0.9964165017853371
BSG,V3,41,42,0.44352002490960496,-0.23826129416354375,-0.6701298050573037,0.19360721673021614,0.8239225930080196
BSG,V5,41,41,0.34605879698534053,-0.32747576217015417,-0.7633312007623344,0.10837967642202606,0.8204572802698803
DNAJA2,V3,41,42,0.4117596975259566,-0.1573959329368238,-0.5883851387659924,0.27359327289234486,0.8183649169894438
DNAJA2,V5,41,41,0.970571664204212,-0.004751179676675266,-0.437643387906341,0.42814102855299047,0.9964165017853371
CD244,V3,41,42,0.18008003603501851,-0.2615145908188759,-0.6937020461880181,0.17067286455026626,0.8183649169894438
CD244,V5,41,41,0.08454812360026198,-0.4230536750601506,-0.8608804645362,0.014773114415898791,0.6440048563594424
KLRB1,V3,41,42,0.5959767401665277,-0.09656214224737676,-0.5271261199896309,0.33400183549487733,0.8422526363383754
KLRB1,V5,41,41,0.002143879365408182,-0.710724634240604,-1.157404924138727,-0.26404434434248086,0.2817196226223935
SERPINB8,V3,41,42,0.4710121083671921,-0.09503938224499735,-0.5255953253936767,0.335516560903682,0.8239225930080196
SERPINB8,V5,41,41,0.3366529647646211,-0.23485423307455214,-0.6692727291993837,0.19956426305027944,0.8143362255792861
CXCL8,V3,41,42,0.08271388691915481,-0.4027119553323965,-0.8374647851384978,0.032040874473704684,0.8183649169894438
CXCL8,V5,41,41,0.09152835637509706,-0.4427040829594298,-0.8809970985801729,-0.0044110673386866806,0.6552318665847868
KLRD1,V3,41,42,0.8163350631741305,0.07475021283646664,-0.35571085335715497,0.5052112790300882,0.9753148513716058
KLRD1,V5,41,41,0.22930336439993337,-0.31882962190756875,-0.7545311187397863,0.11687187492464884,0.7749797329537959
IL16,V3,41,42,0.23236461447856008,-0.3276926603205311,-0.7609485323985057,0.10556321175744349,0.8183649169894438
IL16,V5,41,41,0.5424451349114037,-0.23633552577983927,-0.6707733096268732,0.19810225806719464,0.9324192002629563
NFASC,V3,41,42,0.2359538527112615,-0.221284660374085,-0.6529389296412977,0.21036960889312772,0.8183649169894438
NFASC,V5,41,41,0.08974177393004784,-0.38739936974996486,-0.8244331227420196,0.04963438324208996,0.6552318665847868
CD79B,V3,41,42,0.10227202272881465,-0.3357979183427892,-0.7692009371240798,0.0976051004385014,0.8183649169894438
CD79B,V5,41,41,0.10483813145347465,-0.43107364371450835,-0.8690882186631165,0.006940931234099779,0.6622286146940412
CD22,V3,41,42,0.3667069748735292,-0.2075225272437735,-0.6390146675980121,0.22396961311046504,0.8183649169894438
CD22,V5,41,41,0.24028701217282497,-0.1965495525899212,-0.630511151936505,0.23741204675666258,0.7749797329537959
LAMP3,V3,41,42,0.09660860244382251,-0.4027933339746285,-0.837547951513735,0.03196128356447786,0.8183649169894438
LAMP3,V5,41,41,0.018872019069449544,-0.5875468598287902,-1.0299083020502122,-0.14518541760736808,0.5630152355719114
FCRL2,V3,41,42,0.03953351590235314,-0.5852493561445451,-1.024892993054344,-0.14560571923474613,0.8183649169894438
FCRL2,V5,41,41,0.0324113769394116,-0.5397736409237829,-0.9806711001016746,-0.09887618174589113,0.6321136273041945
LAT,V3,41,42,0.27000631597505353,-0.27403615658025166,-0.7064075458744237,0.15833523271392042,0.8183649169894438
LAT,V5,41,41,0.5861377113741169,-0.12180755404876255,-0.5551104045440968,0.3114952964465717,0.9512026281180819
GMPR,V3,41,42,0.9458336643596891,0.010228239588944204,-0.42008177479972436,0.44053825397761276,0.9874488161592604
GMPR,V5,41,41,0.7121244810609514,0.06329527135898239,-0.3697073995417489,0.4962979422597137,0.9843265027792301
TPSAB1,V3,41,42,0.11934584852252214,-0.3842312377474823,-0.8185872552122577,0.05012477971729318,0.8183649169894438
TPSAB1,V5,41,41,0.20175460059839928,-0.41432819187691167,-0.851954593095738,0.023298209341914622,0.7568244550013883
PPP1R9B,V3,41,42,0.4879434571374631,-0.12214044045975019,-0.552858438275999,0.30857755735649867,0.8358069549769376
PPP1R9B,V5,41,41,0.970571664204212,0.012865010959538155,-0.42003116113080535,0.4457611830498817,0.9964165017853371
PRDX5,V3,41,42,0.3618960319164869,-0.2185760422260295,-0.6501975841686787,0.21304549971661962,0.8183649169894438
PRDX5,V5,41,41,0.8826815127850661,0.012849166467916727,-0.42004699432370357,0.445745327259537,0.9964165017853371
ADA,V3,41,42,0.6867833919433709,-0.15704518012954408,-0.588031351768882,0.2739409915097938,0.9039281408666425
ADA,V5,41,41,0.30067389864121674,-0.28971714979742047,-0.724930230893072,0.14549593129823102,0.7912356222381592
TNFRSF11A,V3,41,42,0.14695280022436122,-0.41753615180216086,-0.8526204755328775,0.017548171928555678,0.8183649169894438
TNFRSF11A,V5,41,41,0.05699162574836401,-0.5372316547842984,-0.9780545631629161,-0.0964087464056807,0.6321136273041945
CD160,V3,41,42,0.1656658700217253,-0.28148649034490625,-0.7139713626086145,0.150998381918802,0.8183649169894438
CD160,V5,41,41,0.0031477052806971337,-0.6781470025507663,-1.1236095950929867,-0.23268441000854584,0.2817196226223935
HCLS1,V3,41,42,0.37644649500905375,-0.19868741220045585,-0.6300809230991705,0.23270609869825884,0.8183649169894438
HCLS1,V5,41,41,0.6712819884113989,-0.0893563160083459,-0.5224692701274598,0.34375663811076795,0.9690280316583904
CD6,V3,41,42,0.019889478379282288,-0.5511115040351879,-0.9897076833138598,-0.1125153247565161,0.8183649169894438
CD6,V5,41,41,0.002602387380072635,-0.6746505848686247,-1.1199856894418685,-0.22931548029538096,0.2817196226223935
VEGFA,V3,41,42,0.18812457194191554,-0.2264459305836878,-0.6581636704398789,0.20527180927250324,0.8183649169894438
VEGFA,V5,41,41,0.12412915868976838,-0.2546753884926813,-0.6893619420354014,0.18001116505003883,0.6836652124759551
ADAM23,V3,41,42,0.022502875233350716,-0.4954601246746212,-0.932478951218915,-0.05844129813032739,0.8183649169894438
ADAM23,V5,41,41,0.03995463875966785,-0.4902011994546645,-0.9297062143362946,-0.05069618457303432,0.6321136273041945
IL18R1,V3,41,42,0.9242224567563853,-0.08316832555891461,-0.5136660070559927,0.3473293559381635,0.9874488161592604
IL18R1,V5,41,41,0.2050613746791471,-0.20756330860138253,-0.6416480162637829,0.2265213990610178,0.7568244550013883
TNFRSF4,V3,41,42,0.4014770929028118,-0.16571240913722068,-0.5967755331043332,0.2653507148298918,0.8183649169894438
TNFRSF4,V5,41,41,0.19525674035676432,-0.37067569074934564,-0.8073610548056611,0.06600967330696977,0.7568244550013883
C1QA,V3,41,42,0.938624762914225,0.0013588981998229428,-0.4289482844405277,0.43166608084017355,0.9874488161592604
C1QA,V5,41,41,0.2673255973681962,-0.2416392556983468,-0.6761470859660939,0.19286857456940024,0.7866725032597293
CCL13,V3,41,42,0.5834579294703031,-0.2174961211700287,-0.6491047264902625,0.21411248415020512,0.8422526363383754
CCL13,V5,41,41,0.2795237534557595,-0.10696676069675273,-0.5401755344762705,0.326242013082765,0.7866725032597293
MERTK,V3,41,42,0.2743962644550657,-0.3290864316027328,-0.7623673544432622,0.10419449123779656,0.8183649169894438
MERTK,V5,41,41,0.33946211541608934,-0.3061669128500212,-0.7416502944130647,0.12931646871302244,0.8156203846910065
